"rep_seed","Protocol","forecast","Units","Stockouts","P_Stockout","Stockout_Units","Expired","Reorders","Seed_Short","donor","titrates","synthetic","engine"
1004,"ONR-2024-001","trailing",75,75,1,416.7,5960,698,0,"ONR-2024-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"ONR-2024-001","rung",75,22,0.293333333333333,48.5,5201.8,677,0,"ONR-2024-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"ONR-2024-001","oracle",75,0,0,0,5111.7,689,0,"ONR-2024-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"ONR-2024-001","rung_pmiss_half",75,20,0.266666666666667,45.1,5748.5,661,0,"ONR-2024-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"ONR-2024-001","rung_pmiss_double",75,31,0.413333333333333,65.5,3963.6,785,0,"ONR-2024-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"CVD-2024-002","trailing",80,0,0,0,5032.4,568,0,"CVD-2024-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"CVD-2024-002","rung",80,2,0.025,4,4807.8,568,0,"CVD-2024-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"CVD-2024-002","oracle",80,0,0,0,5399.7,623,0,"CVD-2024-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"CVD-2024-002","rung_pmiss_half",80,2,0.025,4,4807.8,568,0,"CVD-2024-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"CVD-2024-002","rung_pmiss_double",80,2,0.025,4,4807.8,568,0,"CVD-2024-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"NEU-2024-003","trailing",36,20,0.555555555555556,102.5,1994.7,170,0,"NEU-2024-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"NEU-2024-003","rung",36,1,0.0277777777777778,0.5,754.7,141,0,"NEU-2024-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"NEU-2024-003","oracle",36,0,0,0,926.2,154,0,"NEU-2024-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"NEU-2024-003","rung_pmiss_half",36,1,0.0277777777777778,1.5,769.7,139,0,"NEU-2024-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"NEU-2024-003","rung_pmiss_double",36,1,0.0277777777777778,1.4,761.6,146,0,"NEU-2024-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"ONC-001","trailing",69,26,0.376811594202899,123.4,9848.4,698,0,"ONC-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"ONC-001","rung",69,6,0.0869565217391304,4.2,6619.2,722,0,"ONC-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"ONC-001","oracle",69,1,0.0144927536231884,1,7332.6,729,0,"ONC-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"ONC-001","rung_pmiss_half",69,4,0.0579710144927536,3.7,6669,715,0,"ONC-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"ONC-001","rung_pmiss_double",69,7,0.101449275362319,7.8,6747.2,720,0,"ONC-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"VAC-001","trailing",300,0,0,0,555189,3588,0,"VAC-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"VAC-001","rung",300,0,0,0,407156,3336,0,"VAC-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"VAC-001","oracle",300,0,0,0,272906,3397,0,"VAC-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"VAC-001","rung_pmiss_half",300,0,0,0,407156,3336,0,"VAC-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"VAC-001","rung_pmiss_double",300,0,0,0,407156,3336,0,"VAC-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"IM-001","trailing",15,7,0.466666666666667,38.4,639.5,89,0,"IM-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"IM-001","rung",15,2,0.133333333333333,6.2,767.7,84,0,"IM-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"IM-001","oracle",15,0,0,0,784.5,91,0,"IM-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"IM-001","rung_pmiss_half",15,1,0.0666666666666667,0.5,793.6,84,0,"IM-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"IM-001","rung_pmiss_double",15,0,0,0,660.7,86,0,"IM-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"I&I-001","trailing",80,0,0,0,10770.4,848,0,"I&I-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"I&I-001","rung",80,0,0,0,9254.8,857,0,"I&I-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"I&I-001","oracle",80,0,0,0,8792.1,876,0,"I&I-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"I&I-001","rung_pmiss_half",80,0,0,0,9254.8,857,0,"I&I-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"I&I-001","rung_pmiss_double",80,0,0,0,9254.8,857,0,"I&I-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"VAC-002","trailing",200,0,0,0,34806.4,1200,0,"VAC-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"VAC-002","rung",200,0,0,0,50660.9,1104,0,"VAC-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"VAC-002","oracle",200,0,0,0,74944.5,1408,0,"VAC-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"VAC-002","rung_pmiss_half",200,0,0,0,50660.9,1104,0,"VAC-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"VAC-002","rung_pmiss_double",200,0,0,0,50660.9,1104,0,"VAC-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"ONC-003","trailing",75,75,1,483.6,5944,641,0,"ONC-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"ONC-003","rung",75,23,0.306666666666667,49.7,4496.8,632,0,"ONC-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"ONC-003","oracle",75,2,0.0266666666666667,0.4,4251.7,630,0,"ONC-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"ONC-003","rung_pmiss_half",75,24,0.32,59.7,4860,607,0,"ONC-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"ONC-003","rung_pmiss_double",75,41,0.546666666666667,78.8,3421.6,740,0,"ONC-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"IM-002","trailing",86,48,0.558139534883721,116,7963.8,842,0,"IM-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1004,"IM-002","rung",86,1,0.0116279069767442,0.1,5776.6,781,0,"IM-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
