"rep_seed","Protocol","forecast","Units","Stockouts","P_Stockout","Stockout_Units","Expired","Reorders","Seed_Short","donor","titrates","synthetic","engine"
1002,"ONR-2024-001","trailing",75,75,1,491.8,6441.2,700,0,"ONR-2024-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1002,"ONR-2024-001","rung",75,24,0.32,55.2,4949.9,678,0,"ONR-2024-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1002,"ONR-2024-001","oracle",75,1,0.0133333333333333,1.3,4884,681,0,"ONR-2024-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1002,"ONR-2024-001","rung_pmiss_half",75,24,0.32,60,5278.9,655,0,"ONR-2024-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1002,"ONR-2024-001","rung_pmiss_double",75,32,0.426666666666667,57.7,3908.9,783,0,"ONR-2024-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1002,"CVD-2024-002","trailing",80,0,0,0,5479.2,565,0,"CVD-2024-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1002,"CVD-2024-002","rung",80,0,0,0,4725.3,570,0,"CVD-2024-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1002,"CVD-2024-002","oracle",80,0,0,0,5162.2,613,0,"CVD-2024-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1002,"CVD-2024-002","rung_pmiss_half",80,0,0,0,4725.3,570,0,"CVD-2024-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1002,"CVD-2024-002","rung_pmiss_double",80,0,0,0,4725.3,570,0,"CVD-2024-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1002,"NEU-2024-003","trailing",36,24,0.666666666666667,140.2,2275.9,175,0,"NEU-2024-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1002,"NEU-2024-003","rung",36,4,0.111111111111111,12,782.6,144,0,"NEU-2024-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1002,"NEU-2024-003","oracle",36,0,0,0,944.6,146,0,"NEU-2024-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1002,"NEU-2024-003","rung_pmiss_half",36,4,0.111111111111111,9.8,772.4,139,0,"NEU-2024-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1002,"NEU-2024-003","rung_pmiss_double",36,3,0.0833333333333333,10.8,827.4,145,0,"NEU-2024-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1002,"ONC-001","trailing",69,27,0.391304347826087,115,8136.6,709,0,"ONC-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1002,"ONC-001","rung",69,6,0.0869565217391304,12.4,6625.6,722,0,"ONC-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1002,"ONC-001","oracle",69,1,0.0144927536231884,1,7160,726,0,"ONC-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
