"rep_seed","Protocol","forecast","Units","Stockouts","P_Stockout","Stockout_Units","Expired","Reorders","Seed_Short","donor","titrates","synthetic","engine"
1041,"ONR-2024-001","trailing",75,75,1,422.2,6162.9,688,0,"ONR-2024-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1041,"ONR-2024-001","rung",75,19,0.253333333333333,35.1,4776.9,672,0,"ONR-2024-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1041,"CVD-2024-002","trailing",80,0,0,0,5129.4,565,0,"CVD-2024-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1041,"CVD-2024-002","rung",80,0,0,0,4790.1,562,0,"CVD-2024-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1041,"NEU-2024-003","trailing",36,25,0.694444444444444,108.9,2232.6,185,0,"NEU-2024-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1041,"NEU-2024-003","rung",36,2,0.0555555555555556,1.2,914.9,145,0,"NEU-2024-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1041,"ONC-001","trailing",69,29,0.420289855072464,142.2,9087.7,706,0,"ONC-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1041,"ONC-001","rung",69,8,0.115942028985507,14.6,6961.5,707,0,"ONC-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1041,"VAC-001","trailing",300,0,0,0,547535,3592,0,"VAC-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1041,"VAC-001","rung",300,0,0,0,393460,3340,0,"VAC-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1041,"IM-001","trailing",15,5,0.333333333333333,33.6,540.6,87,0,"IM-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1041,"IM-001","rung",15,1,0.0666666666666667,1.8,672,80,0,"IM-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1041,"I&I-001","trailing",80,0,0,0,10879.4,853,0,"I&I-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1041,"I&I-001","rung",80,0,0,0,8513.1,860,0,"I&I-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1041,"VAC-002","trailing",200,0,0,0,35457.4,1200,0,"VAC-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1041,"VAC-002","rung",200,0,0,0,51326.7,1100,0,"VAC-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1041,"ONC-003","trailing",75,75,1,507.9,6213.1,638,0,"ONC-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1041,"ONC-003","rung",75,14,0.186666666666667,29.2,4301.5,601,0,"ONC-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1041,"IM-002","trailing",86,36,0.418604651162791,95.8,7934,842,0,"IM-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1041,"IM-002","rung",86,0,0,0,5952.9,782,0,"IM-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1041,"II-003","trailing",60,1,0.0166666666666667,0.8,4250.5,416,0,"II-003",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1041,"II-003","rung",60,0,0,0,3592.8,411,0,"II-003",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1041,"VAC-004","trailing",33,33,1,409.8,3449.2,170,0,"VAC-004",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1041,"VAC-004","rung",33,5,0.151515151515152,10.1,1789.5,127,0,"VAC-004",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1041,"ONC-007","trailing",42,18,0.428571428571429,98.2,2285.4,195,0,"ONC-007",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1041,"ONC-007","rung",42,0,0,0,1448.9,171,0,"ONC-007",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1041,"VAC-008","trailing",70,16,0.228571428571429,54.3,5484.3,361,0,"VAC-008",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1041,"VAC-008","rung",70,0,0,0,2393,283,0,"VAC-008",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1041,"IM-009","trailing",120,2,0.0166666666666667,3.6,6500.60000000001,484,0,"IM-009",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1041,"IM-009","rung",120,1,0.00833333333333333,0.1,4174.1,480,0,"IM-009",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1041,"II-010","trailing",80,0,0,0,4677.5,532,0,"II-010",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1041,"II-010","rung",80,0,0,0,3633.7,517,0,"II-010",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1041,"ONC-011","trailing",84,77,0.916666666666667,430.8,7781.5,719,0,"ONC-011",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1041,"ONC-011","rung",84,12,0.142857142857143,16.9,4963.4,626,0,"ONC-011",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
