"rep_seed","Protocol","forecast","Units","Stockouts","P_Stockout","Stockout_Units","Expired","Reorders","Seed_Short","donor","titrates","synthetic","engine"
1023,"ONR-2024-001","trailing",75,75,1,472.1,6351.8,698,0,"ONR-2024-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1023,"ONR-2024-001","rung",75,27,0.36,55.1,5216.5,672,0,"ONR-2024-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1023,"CVD-2024-002","trailing",80,1,0.0125,1.8,5700.4,573,0,"CVD-2024-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1023,"CVD-2024-002","rung",80,0,0,0,4186.9,565,0,"CVD-2024-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1023,"NEU-2024-003","trailing",36,21,0.583333333333333,97.7,2165.9,176,0,"NEU-2024-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1023,"NEU-2024-003","rung",36,0,0,0,818.2,137,0,"NEU-2024-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1023,"ONC-001","trailing",69,27,0.391304347826087,115,8420.8,714,0,"ONC-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1023,"ONC-001","rung",69,6,0.0869565217391304,14.6,6156.8,729,0,"ONC-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1023,"VAC-001","trailing",300,0,0,0,553587,3594,0,"VAC-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1023,"VAC-001","rung",300,0,0,0,401021,3342,0,"VAC-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1023,"IM-001","trailing",15,5,0.333333333333333,42.1,727.7,87,0,"IM-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1023,"IM-001","rung",15,1,0.0666666666666667,1,760.6,79,0,"IM-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1023,"I&I-001","trailing",80,0,0,0,10482.8,854,0,"I&I-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1023,"I&I-001","rung",80,0,0,0,7507.5,848,0,"I&I-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1023,"VAC-002","trailing",200,0,0,0,34794.7,1200,0,"VAC-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1023,"VAC-002","rung",200,0,0,0,49922.2,1092,0,"VAC-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1023,"ONC-003","trailing",75,75,1,444.6,6061.7,637,0,"ONC-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1023,"ONC-003","rung",75,23,0.306666666666667,45.3,4528.3,603,0,"ONC-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1023,"IM-002","trailing",86,48,0.558139534883721,92,8302,841,0,"IM-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1023,"IM-002","rung",86,1,0.0116279069767442,0.8,6288,786,0,"IM-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1023,"II-003","trailing",60,2,0.0333333333333333,11.8,4270.1,418,0,"II-003",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1023,"II-003","rung",60,0,0,0,3714.8,408,0,"II-003",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1023,"VAC-004","trailing",33,33,1,334.3,3258.9,173,0,"VAC-004",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
