"rep_seed","Protocol","forecast","Units","Stockouts","P_Stockout","Stockout_Units","Expired","Reorders","Seed_Short","donor","titrates","synthetic","engine"
1038,"ONR-2024-001","trailing",75,75,1,439.9,6383,701,0,"ONR-2024-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1038,"ONR-2024-001","rung",75,26,0.346666666666667,59.1,5403.5,696,0,"ONR-2024-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1038,"CVD-2024-002","trailing",80,1,0.0125,1.8,5589.6,573,0,"CVD-2024-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1038,"CVD-2024-002","rung",80,0,0,0,4380.1,560,0,"CVD-2024-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1038,"NEU-2024-003","trailing",36,29,0.805555555555556,135.6,2079.9,186,0,"NEU-2024-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1038,"NEU-2024-003","rung",36,0,0,0,890.3,147,0,"NEU-2024-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1038,"ONC-001","trailing",69,26,0.376811594202899,117.7,9291.1,693,0,"ONC-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1038,"ONC-001","rung",69,6,0.0869565217391304,8.3,6192.3,690,0,"ONC-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1038,"VAC-001","trailing",300,0,0,0,544135,3590,0,"VAC-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1038,"VAC-001","rung",300,0,0,0,418682,3350,0,"VAC-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1038,"IM-001","trailing",15,5,0.333333333333333,25.6,720.8,90,0,"IM-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1038,"IM-001","rung",15,1,0.0666666666666667,1.6,721.5,84,0,"IM-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1038,"I&I-001","trailing",80,2,0.025,3.6,10939.2,854,0,"I&I-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1038,"I&I-001","rung",80,0,0,0,8595.4,855,0,"I&I-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1038,"VAC-002","trailing",200,0,0,0,35998.1,1200,0,"VAC-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1038,"VAC-002","rung",200,0,0,0,50511.9,1092,0,"VAC-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1038,"ONC-003","trailing",75,75,1,521.2,6212.4,636,0,"ONC-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1038,"ONC-003","rung",75,16,0.213333333333333,30.1,4596.8,610,0,"ONC-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1038,"IM-002","trailing",86,44,0.511627906976744,137,8679,854,0,"IM-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1038,"IM-002","rung",86,2,0.0232558139534884,0.6,6355,781,0,"IM-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1038,"II-003","trailing",60,4,0.0666666666666667,11.2,4428,414,0,"II-003",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1038,"II-003","rung",60,0,0,0,3298.6,410,0,"II-003",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1038,"VAC-004","trailing",33,33,1,372.5,2806.3,165,0,"VAC-004",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1038,"VAC-004","rung",33,3,0.0909090909090909,5.5,1601.3,125,0,"VAC-004",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1038,"ONC-007","trailing",42,17,0.404761904761905,102.6,2421.9,196,0,"ONC-007",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1038,"ONC-007","rung",42,1,0.0238095238095238,0.4,1584,172,0,"ONC-007",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
