"rep_seed","Protocol","forecast","Units","Stockouts","P_Stockout","Stockout_Units","Expired","Reorders","Seed_Short","donor","titrates","synthetic","engine"
1033,"ONR-2024-001","trailing",75,75,1,472.6,6168.7,698,0,"ONR-2024-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1033,"ONR-2024-001","rung",75,23,0.306666666666667,54.6,4771.1,676,0,"ONR-2024-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1033,"CVD-2024-002","trailing",80,0,0,0,5167.2,573,0,"CVD-2024-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1033,"CVD-2024-002","rung",80,0,0,0,4723.3,564,0,"CVD-2024-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1033,"NEU-2024-003","trailing",36,26,0.722222222222222,134.9,2226.5,183,0,"NEU-2024-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1033,"NEU-2024-003","rung",36,3,0.0833333333333333,5.5,839.1,148,0,"NEU-2024-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1033,"ONC-001","trailing",69,29,0.420289855072464,134.1,9430.2,721,0,"ONC-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1033,"ONC-001","rung",69,6,0.0869565217391304,15.3,6054.4,725,0,"ONC-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1033,"VAC-001","trailing",300,0,0,0,558292,3598,0,"VAC-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1033,"VAC-001","rung",300,0,0,0,419718,3345,0,"VAC-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1033,"IM-001","trailing",15,5,0.333333333333333,40.9,832.8,85,0,"IM-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1033,"IM-001","rung",15,0,0,0,809.7,82,0,"IM-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1033,"I&I-001","trailing",80,2,0.025,3.6,11099.6,858,0,"I&I-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1033,"I&I-001","rung",80,0,0,0,7594.6,845,0,"I&I-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1033,"VAC-002","trailing",200,0,0,0,34219.2,1200,0,"VAC-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1033,"VAC-002","rung",200,0,0,0,53982.2,1126,0,"VAC-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1033,"ONC-003","trailing",75,75,1,528.2,6229.6,637,0,"ONC-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1033,"ONC-003","rung",75,21,0.28,47,4374.8,607,0,"ONC-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1033,"IM-002","trailing",86,37,0.430232558139535,103.1,7979.7,834,0,"IM-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1033,"IM-002","rung",86,0,0,0,5970.4,782,0,"IM-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1033,"II-003","trailing",60,2,0.0333333333333333,8.2,4427.5,411,0,"II-003",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1033,"II-003","rung",60,0,0,0,3587.3,409,0,"II-003",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1033,"VAC-004","trailing",33,32,0.96969696969697,299.3,3262.4,167,0,"VAC-004",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1033,"VAC-004","rung",33,1,0.0303030303030303,7.4,1592.4,120,0,"VAC-004",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1033,"ONC-007","trailing",42,19,0.452380952380952,91.7,2135.1,194,0,"ONC-007",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1033,"ONC-007","rung",42,2,0.0476190476190476,2.5,1621.6,174,0,"ONC-007",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1033,"VAC-008","trailing",70,14,0.2,54.9,5314.89999999999,356,0,"VAC-008",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1033,"VAC-008","rung",70,2,0.0285714285714286,1.9,2276.9,282,0,"VAC-008",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1033,"IM-009","trailing",120,4,0.0333333333333333,7.2,6641.20000000001,487,0,"IM-009",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1033,"IM-009","rung",120,0,0,0,3848,474,0,"IM-009",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1033,"II-010","trailing",80,0,0,0,4834,528,0,"II-010",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1033,"II-010","rung",80,0,0,0,3677.8,528,0,"II-010",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1033,"ONC-011","trailing",84,72,0.857142857142857,336.3,7318,715,0,"ONC-011",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1033,"ONC-011","rung",84,11,0.130952380952381,18.9,5345,634,0,"ONC-011",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1033,"VAC-012","trailing",24,15,0.625,65.5,1110.8,83,0,"VAC-012",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
