"rep_seed","Protocol","forecast","Units","Stockouts","P_Stockout","Stockout_Units","Expired","Reorders","Seed_Short","donor","titrates","synthetic","engine"
1021,"ONR-2024-001","trailing",75,75,1,469.3,6441.6,697,0,"ONR-2024-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1021,"ONR-2024-001","rung",75,26,0.346666666666667,63.4,5331.5,680,0,"ONR-2024-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1021,"CVD-2024-002","trailing",80,2,0.025,8,5322.4,573,0,"CVD-2024-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1021,"CVD-2024-002","rung",80,2,0.025,0.4,4393.2,567,0,"CVD-2024-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1021,"NEU-2024-003","trailing",36,23,0.638888888888889,118,2256.8,179,0,"NEU-2024-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1021,"NEU-2024-003","rung",36,1,0.0277777777777778,3,776.4,134,0,"NEU-2024-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1021,"ONC-001","trailing",69,29,0.420289855072464,121.5,8934.3,709,0,"ONC-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1021,"ONC-001","rung",69,11,0.159420289855072,14.5,6577.3,719,0,"ONC-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1021,"VAC-001","trailing",300,0,0,0,556851,3588,0,"VAC-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1021,"VAC-001","rung",300,0,0,0,413039,3341,0,"VAC-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1021,"IM-001","trailing",15,7,0.466666666666667,35.7,535,91,0,"IM-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1021,"IM-001","rung",15,0,0,0,734.3,82,0,"IM-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1021,"I&I-001","trailing",80,2,0.025,5.4,10989.4,855,0,"I&I-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1021,"I&I-001","rung",80,1,0.0125,0.1,8045.6,853,0,"I&I-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1021,"VAC-002","trailing",200,0,0,0,34650.8,1200,0,"VAC-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1021,"VAC-002","rung",200,0,0,0,54224.2,1112,0,"VAC-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1021,"ONC-003","trailing",75,75,1,506.8,6469.5,659,0,"ONC-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1021,"ONC-003","rung",75,29,0.386666666666667,63.6,4710.4,630,0,"ONC-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1021,"IM-002","trailing",86,38,0.441860465116279,106.8,7836.4,835,0,"IM-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1021,"IM-002","rung",86,1,0.0116279069767442,0.2,6030.8,779,0,"IM-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1021,"II-003","trailing",60,2,0.0333333333333333,3,4378.9,413,0,"II-003",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1021,"II-003","rung",60,0,0,0,3430.8,408,0,"II-003",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1021,"VAC-004","trailing",33,33,1,409.4,3216.3,168,0,"VAC-004",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1021,"VAC-004","rung",33,0,0,0,1638.9,119,0,"VAC-004",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1021,"ONC-007","trailing",42,20,0.476190476190476,88.6,2229,192,0,"ONC-007",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1021,"ONC-007","rung",42,3,0.0714285714285714,6.3,1384,171,0,"ONC-007",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1021,"VAC-008","trailing",70,14,0.2,61.4,5587.39999999999,362,0,"VAC-008",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1021,"VAC-008","rung",70,1,0.0142857142857143,0.4,2543.4,282,0,"VAC-008",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1021,"IM-009","trailing",120,4,0.0333333333333333,7.6,6737.60000000001,485,0,"IM-009",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1021,"IM-009","rung",120,0,0,0,4780.00000000001,476,0,"IM-009",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1021,"II-010","trailing",80,2,0.025,3.8,5082.4,532,0,"II-010",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1021,"II-010","rung",80,0,0,0,3709,518,0,"II-010",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1021,"ONC-011","trailing",84,73,0.869047619047619,347.5,7658.3,718,0,"ONC-011",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1021,"ONC-011","rung",84,19,0.226190476190476,51.3,5111.1,624,0,"ONC-011",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1021,"VAC-012","trailing",24,17,0.708333333333333,64.3,940.9,81,0,"VAC-012",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1021,"VAC-012","rung",24,1,0.0416666666666667,2.5,362.6,70,0,"VAC-012",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
