"rep_seed","Protocol","forecast","Units","Stockouts","P_Stockout","Stockout_Units","Expired","Reorders","Seed_Short","donor","titrates","synthetic","engine"
1042,"ONR-2024-001","trailing",75,75,1,435.6,6797.9,716,0,"ONR-2024-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1042,"ONR-2024-001","rung",75,21,0.28,44.1,5062,680,0,"ONR-2024-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1042,"CVD-2024-002","trailing",80,0,0,0,4695.3,568,0,"CVD-2024-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1042,"CVD-2024-002","rung",80,4,0.05,0.9,4493.9,561,0,"CVD-2024-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1042,"NEU-2024-003","trailing",36,30,0.833333333333333,139.6,2236.3,184,0,"NEU-2024-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1042,"NEU-2024-003","rung",36,2,0.0555555555555556,4.4,856.1,148,0,"NEU-2024-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1042,"ONC-001","trailing",69,31,0.449275362318841,161.6,8977.2,712,0,"ONC-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1042,"ONC-001","rung",69,8,0.115942028985507,15.6,6295.6,710,0,"ONC-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1042,"VAC-001","trailing",300,0,0,0,544007,3592,0,"VAC-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1042,"VAC-001","rung",300,0,0,0,407465,3349,0,"VAC-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1042,"IM-001","trailing",15,5,0.333333333333333,27.6,687.3,87,0,"IM-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1042,"IM-001","rung",15,2,0.133333333333333,4.3,691.1,84,0,"IM-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1042,"I&I-001","trailing",80,4,0.05,12,10897.2,850,0,"I&I-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1042,"I&I-001","rung",80,0,0,0,8566.2,844,0,"I&I-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1042,"VAC-002","trailing",200,0,0,0,34735.4,1200,0,"VAC-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1042,"VAC-002","rung",200,0,0,0,52306.8,1105,0,"VAC-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1042,"ONC-003","trailing",75,75,1,509.9,6425,639,0,"ONC-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1042,"ONC-003","rung",75,22,0.293333333333333,53.8,4178.4,620,0,"ONC-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1042,"IM-002","trailing",86,36,0.418604651162791,76.3,8013.5,843,0,"IM-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1042,"IM-002","rung",86,0,0,0,5749.4,771,0,"IM-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1042,"II-003","trailing",60,1,0.0166666666666667,0.8,4258.1,413,0,"II-003",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1042,"II-003","rung",60,0,0,0,3663,409,0,"II-003",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1042,"VAC-004","trailing",33,32,0.96969696969697,340.6,3251.5,168,0,"VAC-004",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1042,"VAC-004","rung",33,2,0.0606060606060606,4.4,1786.9,120,0,"VAC-004",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1042,"ONC-007","trailing",42,24,0.571428571428571,99.7,2086.1,196,0,"ONC-007",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1042,"ONC-007","rung",42,1,0.0238095238095238,7.8,1304.3,177,0,"ONC-007",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1042,"VAC-008","trailing",70,10,0.142857142857143,23.8,5357.8,359,0,"VAC-008",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1042,"VAC-008","rung",70,0,0,0,2406,272,0,"VAC-008",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1042,"IM-009","trailing",120,1,0.00833333333333333,0.4,6682.40000000001,489,0,"IM-009",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1042,"IM-009","rung",120,0,0,0,4548.00000000001,476,0,"IM-009",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1042,"II-010","trailing",80,0,0,0,5469.2,547,0,"II-010",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1042,"II-010","rung",80,1,0.0125,1.4,3812.4,529,0,"II-010",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1042,"ONC-011","trailing",84,71,0.845238095238095,327.5,8551.4,737,0,"ONC-011",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1042,"ONC-011","rung",84,11,0.130952380952381,23,5154.9,642,0,"ONC-011",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
