"rep_seed","Protocol","forecast","Units","Stockouts","P_Stockout","Stockout_Units","Expired","Reorders","Seed_Short","donor","titrates","synthetic","engine"
1047,"ONR-2024-001","trailing",75,75,1,514.8,6274.2,696,0,"ONR-2024-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1047,"ONR-2024-001","rung",75,29,0.386666666666667,71.8,4753,656,0,"ONR-2024-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1047,"CVD-2024-002","trailing",80,4,0.05,7.2,5674.7,573,0,"CVD-2024-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1047,"CVD-2024-002","rung",80,0,0,0,4883.8,564,0,"CVD-2024-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1047,"NEU-2024-003","trailing",36,24,0.666666666666667,143.5,2157.8,177,0,"NEU-2024-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1047,"NEU-2024-003","rung",36,2,0.0555555555555556,2.5,808.8,144,0,"NEU-2024-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1047,"ONC-001","trailing",69,33,0.478260869565217,130.3,8934.3,727,0,"ONC-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1047,"ONC-001","rung",69,8,0.115942028985507,13.1,6563.9,708,0,"ONC-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1047,"VAC-001","trailing",300,0,0,0,535367,3590,0,"VAC-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1047,"VAC-001","rung",300,0,0,0,401712,3342,0,"VAC-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1047,"IM-001","trailing",15,7,0.466666666666667,37.3,862,84,0,"IM-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1047,"IM-001","rung",15,1,0.0666666666666667,6.5,825.6,75,0,"IM-001",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1047,"I&I-001","trailing",80,2,0.025,3.6,10785.2,863,0,"I&I-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1047,"I&I-001","rung",80,0,0,0,8228,853,0,"I&I-001",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1047,"VAC-002","trailing",200,0,0,0,33478.2,1200,0,"VAC-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1047,"VAC-002","rung",200,0,0,0,52589.1,1118,0,"VAC-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1047,"ONC-003","trailing",75,75,1,481.4,6121.2,639,0,"ONC-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1047,"ONC-003","rung",75,29,0.386666666666667,54.6,4446.5,615,0,"ONC-003",TRUE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1047,"IM-002","trailing",86,42,0.488372093023256,142.4,8315.2,837,0,"IM-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1047,"IM-002","rung",86,5,0.0581395348837209,4.6,5863.8,781,0,"IM-002",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
1047,"II-003","trailing",60,4,0.0666666666666667,6.8,4592,414,0,"II-003",FALSE,FALSE,"dce2be12381bed08941e90d99de44ae46c01f592"
